product_id,product_name,category,revenue,profit,cum_revenue,cum_pct,abc_class
PROD-00119,Copier Present 119,Technology,86300.82,29922.56,2488169.7399999998,24.085383138879493,A
PROD-00209,Art Deal 209,Office Supplies,85969.32,14359.6,2574139.0599999996,24.917562703280485,A
PROD-00189,Furnishing Mind 189,Furniture,85346.64,35121.18,2659485.6999999997,25.743714750293172,A
PROD-00205,Label Process 205,Office Supplies,84601.26,33728.55,2744086.9599999995,26.562651548846134,A
PROD-00216,Binder Go 216,Office Supplies,84211.64,10725.34,2828298.5999999996,27.377816841449278,A
PROD-00006,Label Huge 6,Office Supplies,83594.45,23700.61,2911893.05,28.187007759643596,A
PROD-00191,Art At 191,Office Supplies,82547.16,16629.16,2994440.21,28.98606095270525,A
PROD-00026,Art Wide 26,Office Supplies,80874.88,31122.28,3075315.09,29.768926542538725,A
PROD-00012,Binder Scientist 12,Office Supplies,80258.15,26572.21,3155573.2399999998,30.545822210744888,A
PROD-00075,Storage If 75,Office Supplies,80142.35,22096.309999999998,3235715.59,31.321596939602486,A
PROD-00058,Binder Seem 58,Office Supplies,79960.68000000001,12100.65,3315676.27,32.09561311015737,A
PROD-00194,Label Fact 194,Office Supplies,79826.88,25053.42,3395503.15,32.868334102086706,A
PROD-00198,Copier Stay 198,Technology,79357.8,31140.4,3474860.9499999997,33.63651441845795,A
PROD-00153,Machine One 153,Technology,78942.68,15648.68,3553803.63,34.400676389903666,A
PROD-00123,Phone Sell 123,Technology,75824.95,5613.93,3629628.58,35.13465886018175,A
PROD-00129,Storage Seek 129,Office Supplies,73989.94,30671.19,3703618.52,35.85087850736816,A
PROD-00101,Furnishing Protect 101,Furniture,73756.02,29136.78,3777374.54,36.56483381835063,A
PROD-00083,Paper Month 83,Office Supplies,73595.56,23186.34,3850970.1,37.277235882978424,A
PROD-00185,Chair Chair 185,Furniture,73284.19,11126.92,3924254.29,37.98662389851326,A
PROD-00005,Copier Hundred 5,Technology,73280.2,4055.2,3997534.49,38.69597329100837,A
PROD-00157,Copier Agree 157,Technology,72706.2,25671.0,4070240.6900000004,39.39976638655981,A
PROD-00036,Binder Experience 36,Office Supplies,72443.68,19854.0,4142684.3700000006,40.10101829905609,A
PROD-00176,Label Operation 176,Office Supplies,72353.31999999999,15629.960000000001,4215037.69,40.80139553038194,A
PROD-00131,Binder Protect 131,Office Supplies,70859.4,27205.399999999998,4285897.090000001,41.48731167611528,A
PROD-00199,Paper Ball 199,Office Supplies,69847.8,29487.48,4355744.890000001,42.163435574482364,A
PROD-00128,Storage Husband 128,Office Supplies,68907.86,11005.82,4424652.750000001,42.83046089140478,A
PROD-00098,Binder Staff 98,Office Supplies,68775.98,28046.81,4493428.730000001,43.496209615224544,A
PROD-00064,Storage Commercial 64,Office Supplies,68672.89,20846.07,4562101.620000001,44.16096043198518,A
PROD-00099,Phone General 99,Technology,68422.16,28756.87,4630523.780000001,44.8232841924171,A
PROD-00135,Paper Free 135,Office Supplies,66548.0,19221.0,4697071.780000001,45.46746615932992,A
PROD-00126,Paper Executive 126,Office Supplies,66501.28,24077.09,4763573.060000001,46.11119587851938,A
PROD-00014,Label Beautiful 14,Office Supplies,66343.65,21884.4,4829916.710000002,46.75339974564049,A
PROD-00063,Storage Firm 63,Office Supplies,65986.05,7667.3,4895902.760000002,47.39214205912561,A
PROD-00017,Bookcase Leader 17,Furniture,65647.02,26083.51,4961549.780000001,48.02760257582881,A
PROD-00047,Storage Alone 47,Office Supplies,65132.76,7432.1,5026682.540000001,48.658085076388716,A
PROD-00013,Furnishing Congress 13,Furniture,64612.68,25272.36,5091295.220000001,49.283533223439086,A
PROD-00177,Accessorie West 177,Technology,64589.38,17269.32,5155884.600000001,49.908755827425374,A
PROD-00208,Storage Practice 208,Office Supplies,63309.03,13227.15,5219193.630000001,50.521584694840506,A
PROD-00190,Storage Child 190,Office Supplies,62905.89,4473.03,5282099.5200000005,51.13051118324889,A
PROD-00049,Paper Woman 49,Office Supplies,61953.0,8019.4800000000005,5344052.5200000005,51.73021373473278,A
PROD-00081,Bookcase Shake 81,Furniture,61319.38,20676.82,5405371.9,52.323782870067795,A
PROD-00140,Phone Yes 140,Technology,61079.15,5743.88,5466451.050000001,52.915026588652324,A
PROD-00048,Paper Country 48,Office Supplies,60296.16,15816.41,5526747.210000001,53.49869099548784,A
PROD-00029,Phone Development 29,Technology,60231.52,14448.8,5586978.73,54.08172968971979,A
PROD-00073,Bookcase Now 73,Furniture,60160.11,13329.97,5647138.840000001,54.66407713802015,A
PROD-00207,Art Phone 207,Office Supplies,59931.53,7641.63,5707070.370000001,55.24421194110205,A
PROD-00124,Chair Back 124,Furniture,59414.64,5469.84,5766485.010000001,55.81934326974629,A
PROD-00204,Bookcase Set 204,Furniture,59184.64,19697.14,5825669.65,56.39224820762912,A
PROD-00152,Table Onto 152,Furniture,58993.979999999996,21405.78,5884663.630000001,56.96330756437036,A
PROD-00159,Phone Health 159,Technology,58934.99,5699.38,5943598.620000001,57.53379590028109,A
PROD-00110,Machine How 110,Technology,58533.37,9120.76,6002131.990000001,58.10039657072401,A
PROD-00148,Storage Begin 148,Office Supplies,56709.61,15958.25,6058841.6000000015,58.649343317623384,A
PROD-00095,Paper Positive 95,Office Supplies,56174.02,21183.46,6115015.620000001,59.19310557483621,A
PROD-00175,Storage Wear 175,Office Supplies,56164.82,16166.34,6171180.440000001,59.736778776418596,A
PROD-00178,Bookcase Eight 178,Furniture,55560.17,12946.97,6226740.610000001,60.27459899028844,A
PROD-00068,Art They 68,Office Supplies,55520.39,7172.09,6282261.000000001,60.812034135356164,A
PROD-00015,Binder Money 15,Office Supplies,54768.92,4397.9,6337029.920000001,61.342195081008775,A
PROD-00027,Accessorie And 27,Technology,54163.53,14931.61,6391193.450000001,61.8664958757786,A
PROD-00132,Binder Class 132,Office Supplies,53196.8,20346.670000000002,6444390.250000001,62.381438762979826,A
PROD-00201,Paper Enter 201,Office Supplies,52827.090000000004,15773.64,6497217.340000001,62.8928028722315,A
PROD-00103,Machine Step 103,Technology,52671.26,7681.4,6549888.600000001,63.40265855334252,A
PROD-00180,Label Near 180,Office Supplies,52609.6,7825.84,6602498.2,63.91191736813029,A
PROD-00043,Machine Way 43,Technology,52076.0,13688.4,6654574.2,64.4160109563516,A
PROD-00169,Chair Film 169,Furniture,51068.73,20501.27,6705642.930000001,64.91035421143275,A
PROD-00114,Binder Pay 114,Office Supplies,50553.94,16646.28,6756196.870000001,65.39971431999187,A
PROD-00035,Machine May 35,Technology,50319.27,5711.07,6806516.140000001,65.88680283237717,A
PROD-00086,Furnishing Argue 86,Furniture,50066.46,9841.49,6856582.600000001,66.3714441541173,A
PROD-00130,Paper Step 130,Office Supplies,49957.34,19360.19,6906539.94,66.85502919864052,A
PROD-00173,Storage Become 173,Office Supplies,49566.05,5130.9800000000005,6956105.99,67.33482657168103,A
PROD-00125,Machine Beautiful 125,Technology,49328.35,19003.72,7005434.34,67.81232301826941,A
PROD-00142,Binder Light 142,Office Supplies,48821.55,1965.87,7054255.89,68.28491366121483,A
PROD-00183,Art Husband 183,Office Supplies,48528.02,14556.67,7102783.909999999,68.75466294555072,A
PROD-00112,Storage Cultural 112,Office Supplies,48324.49,14471.19,7151108.399999999,69.22244206766196,A
PROD-00181,Label Condition 181,Office Supplies,48278.31,20729.7,7199386.709999999,69.68977416922814,A
PROD-00133,Binder Sister 133,Office Supplies,47911.18,3802.54,7247297.889999999,70.15355246714114,A
PROD-00053,Label Despite 53,Office Supplies,47125.69,3774.34,7294423.579999999,70.60972725340554,A
PROD-00032,Machine Role 32,Technology,47115.56,5391.35,7341539.139999999,71.06580398167685,A
PROD-00187,Storage Fish 187,Office Supplies,46831.22,19083.82,7388370.3599999985,71.51912831016946,A
PROD-00202,Art Yet 202,Office Supplies,46310.6,5501.66,7434680.959999998,71.96741305797424,A
PROD-00105,Bookcase Military 105,Furniture,46022.05,3857.25,7480703.009999998,72.41290465336945,A
PROD-00024,Binder Want 24,Office Supplies,45807.42,3310.14,7526510.429999998,72.85631863898587,A
PROD-00182,Machine Reveal 182,Technology,45287.93,5984.68,7571798.359999998,73.29470398226906,A
PROD-00002,Chair Almost 2,Furniture,45133.96,3117.1600000000003,7616932.3199999975,73.73159890213688,A
PROD-00040,Binder Return 40,Office Supplies,44938.729999999996,18341.97,7661871.049999998,74.16660400344668,A
PROD-00082,Bookcase Bar 82,Furniture,44479.67,6651.77,7706350.719999998,74.5971654223959,A
PROD-00154,Paper Music 154,Office Supplies,44069.76,12452.51,7750420.479999998,75.02375892901031,A
PROD-00037,Table Any 37,Furniture,43515.15,4145.71,7793935.629999998,75.4449838331022,A
PROD-00090,Label This 90,Office Supplies,42928.020000000004,17530.95,7836863.649999998,75.8605253423778,A
PROD-00174,Storage Share 174,Office Supplies,42504.06,5715.88,7879367.709999997,76.27196293588293,A
PROD-00007,Binder Old 7,Office Supplies,42475.48,12730.6,7921843.189999998,76.68312387613608,A
PROD-00054,Machine People 54,Technology,42299.3,8894.75,7964142.489999997,77.09257940106599,A
PROD-00060,Art Information 60,Office Supplies,42248.71,14264.21,8006391.199999997,77.50154521682798,A
PROD-00102,Paper Explain 102,Office Supplies,41970.67,7294.070000000001,8048361.869999997,77.90781961655823,A
PROD-00066,Binder Effect 66,Office Supplies,41373.05,9594.41,8089734.919999997,78.30830907869355,A
PROD-00213,Machine Fly 213,Technology,40772.159999999996,5252.52,8130507.079999997,78.70298194976533,A
PROD-00215,Paper Individual 215,Office Supplies,40016.45,2683.85,8170523.5299999975,79.0903395783923,A
PROD-00196,Chair Firm 196,Furniture,39085.69,11340.45,8209609.219999998,79.46868748760588,A
PROD-00091,Paper Bag 91,Office Supplies,38790.75,14871.63,8248399.969999998,79.84418038946654,A
PROD-00141,Art Foot 141,Office Supplies,38091.93,12125.01,8286491.899999998,80.21290874179728,B
PROD-00080,Binder Risk 80,Office Supplies,37649.92,14390.8,8324141.8199999975,80.57735845508259,B
PROD-00055,Paper Charge 55,Office Supplies,37429.95,8145.75,8361571.769999998,80.93967886760359,B
PROD-00136,Binder Herself 136,Office Supplies,37340.2,10064.18,8398911.969999997,81.30113050372965,B
PROD-00022,Storage Toward 22,Office Supplies,36640.45,2749.39,8435552.419999996,81.65580858796315,B
PROD-00149,Bookcase Culture 149,Furniture,36177.7,13911.94,8471730.119999995,82.00600727078428,B
PROD-00139,Storage Accept 139,Office Supplies,36159.77,9284.81,8507889.889999995,82.35603239192564,B
PROD-00057,Binder Tend 57,Office Supplies,36084.33,8821.8,8543974.219999995,82.70532725689726,B
PROD-00193,Accessorie Learn 193,Technology,36054.55,15124.88,8580028.769999996,83.05433385266508,B
PROD-00021,Label Others 21,Office Supplies,36025.26,11043.18,8616054.029999996,83.40305692240942,B
PROD-00087,Art Billion 87,Office Supplies,34970.27,11152.970000000001,8651024.299999995,83.74156773133036,B
PROD-00097,Binder Industry 97,Office Supplies,34385.37,8698.17,8685409.669999994,84.07441673174547,B
PROD-00188,Binder Executive 188,Office Supplies,34354.96,10321.7,8719764.629999995,84.40697136458209,B
PROD-00104,Storage Little 104,Office Supplies,34206.229999999996,2579.9900000000002,8753970.859999996,84.73808629699288,B
PROD-00179,Accessorie Owner 179,Technology,34087.06,12783.86,8788057.919999996,85.06804766859045,B
PROD-00052,Furnishing Admit 52,Furniture,33654.94,7233.04,8821712.859999996,85.39382613594533,B
PROD-00184,Furnishing Condition 184,Furniture,33136.95,7967.43,8854849.809999995,85.71459048090674,B
PROD-00089,Label Each 89,Office Supplies,32688.88,9191.28,8887538.689999996,86.03101752626614,B
PROD-00107,Art Heart 107,Office Supplies,32508.76,12052.48,8920047.449999996,86.34570101726055,B
PROD-00093,Binder Point 93,Office Supplies,31978.41,13519.41,8952025.859999996,86.65525074155798,B
PROD-00108,Art On 108,Office Supplies,31926.21,8684.41,8983952.069999997,86.96429517195216,B
PROD-00050,Table To 50,Furniture,31899.88,13114.42,9015851.949999997,87.27308472900395,B
PROD-00019,Phone Still 19,Technology,31842.33,12520.69,9047694.279999997,87.58131720436741,B
PROD-00155,Label Involve 155,Office Supplies,31690.42,9177.22,9079384.699999997,87.88807919703275,B
PROD-00120,Storage Find 120,Office Supplies,31618.03,9974.65,9111002.729999997,88.19414045740585,B
PROD-00030,Chair Wear 30,Furniture,31533.15,3823.55,9142535.879999997,88.49938008278838,B
PROD-00164,Furnishing Still 164,Furniture,31170.66,11306.61,9173706.539999997,88.80111081953135,B
PROD-00146,Binder Blue 146,Office Supplies,30738.06,2322.06,9204444.599999998,89.0986540056509,B
PROD-00031,Label Trip 31,Office Supplies,30528.96,6235.95,9234973.559999999,89.39417311216957,B
PROD-00200,Copier Herself 200,Technology,29949.3,7197.67,9264922.86,89.68408113317187,B
PROD-00020,Storage Glass 20,Office Supplies,29630.77,9668.19,9294553.629999999,89.97090579656884,B
PROD-00076,Label Someone 76,Office Supplies,29269.5,11915.93,9323823.129999999,90.25423338087722,B
PROD-00161,Binder Better 161,Office Supplies,28209.15,10216.95,9352032.28,90.52729681977756,B
PROD-00219,Storage Husband 219,Office Supplies,28193.86,11386.74,9380226.139999999,90.80021225209204,B
PROD-00011,Binder Act 11,Office Supplies,28190.72,1888.32,9408416.86,91.07309728933267,B
PROD-00008,Table Maybe 8,Furniture,28171.62,9766.09,9436588.479999999,91.34579743934047,B
PROD-00113,Table Response 113,Furniture,27491.38,2912.65,9464079.86,91.61191289347205,B
PROD-00117,Art Bed 117,Office Supplies,27215.4,4125.0,9491295.26,91.87535687228913,B
PROD-00077,Phone Sister 77,Technology,26914.94,1671.32,9518210.2,92.13589241037504,B
PROD-00041,Phone Wish 41,Technology,26549.03,9908.78,9544759.229999999,92.39288595435873,B
PROD-00167,Copier Image 167,Technology,26183.78,9136.88,9570943.009999998,92.64634389301372,B
PROD-00061,Copier Woman 61,Technology,26027.14,3124.39,9596970.149999999,92.89828556276059,B
PROD-00067,Storage Our 67,Office Supplies,25804.69,6255.88,9622774.839999998,93.1480739254428,B
PROD-00079,Copier Street 79,Technology,25170.94,5641.54,9647945.779999997,93.39172761358134,B
PROD-00214,Art According 214,Office Supplies,25058.46,3783.81,9673004.239999998,93.63429249983798,B
PROD-00100,Copier All 100,Technology,25057.31,9745.45,9698061.549999999,93.87684625414082,B
PROD-00162,Label Picture 162,Office Supplies,22948.73,2928.26,9721010.28,94.09898903874068,B
PROD-00151,Binder List 151,Office Supplies,22367.22,1636.85,9743377.5,94.3155028298985,B
PROD-00009,Binder Arrive 9,Office Supplies,21983.44,7581.36,9765360.94,94.52830164607194,B
PROD-00116,Table Husband 116,Furniture,21002.33,4865.93,9786363.27,94.73160335685442,B
PROD-00144,Accessorie Sort 144,Technology,20987.3,7899.6,9807350.57,94.93475957784062,B
PROD-00033,Binder Very 33,Office Supplies,20773.33,5380.75,9828123.9,95.13584457782153,C
PROD-00078,Chair Challenge 78,Furniture,20402.59,2157.15,9848526.49,95.33334082949423,C
PROD-00168,Accessorie Actually 168,Technology,20369.739999999998,7144.42,9868896.23,95.53051909448646,C
PROD-00197,Binder Member 197,Office Supplies,19015.33,4399.69,9887911.56,95.71458672508237,C
PROD-00046,Paper Really 46,Office Supplies,18929.98,4487.66,9906841.540000001,95.8978281711066,C
PROD-00172,Label Start 172,Office Supplies,18828.079999999998,4839.92,9925669.620000001,96.08008322922393,C
PROD-00059,Storage Tend 59,Office Supplies,17866.21,4546.47,9943535.830000002,96.25302742437748,C
PROD-00045,Storage Organization 45,Office Supplies,17830.489999999998,3721.54,9961366.320000002,96.42562585136581,C
PROD-00115,Art Recent 115,Office Supplies,15785.91,1211.91,9977152.230000002,96.57843282608043,C
PROD-00170,Storage Job 170,Office Supplies,15729.7,579.1,9992881.930000002,96.73069569025287,C
PROD-00025,Art News 25,Office Supplies,15301.28,4876.48,10008183.21,96.87881146603402,C
PROD-00111,Machine Lay 111,Technology,15217.07,2011.2,10023400.280000001,97.0261120923977,C
PROD-00145,Label Expect 145,Office Supplies,14984.03,3403.23,10038384.31,97.17115690092207,C
PROD-00158,Furnishing Behind 158,Furniture,14185.86,3299.19,10052570.17,97.3084754559072,C
PROD-00051,Copier Forward 51,Technology,13849.3,5574.88,10066419.47,97.4425361236112,C
PROD-00039,Art Bad 39,Office Supplies,13790.199999999999,2295.82,10080209.67,97.57602470568911,C
PROD-00118,Art Sport 118,Office Supplies,13651.31,2247.16,10093860.98,97.70816883814594,C
PROD-00070,Storage Improve 70,Office Supplies,13278.130000000001,5127.89,10107139.110000001,97.83670060319258,C
PROD-00206,Storage Mission 206,Office Supplies,13254.83,4514.83,10120393.940000001,97.96500682517514,C
PROD-00003,Table Better 3,Furniture,13254.17,1313.05,10133648.110000001,98.09330665838421,C
PROD-00096,Table Physical 96,Furniture,12726.52,5089.0,10146374.63,98.21649886078781,C
PROD-00085,Accessorie Half 85,Technology,12695.35,4411.21,10159069.98,98.33938933884345,C
PROD-00092,Binder Grow 92,Office Supplies,12430.82,4194.82,10171500.8,98.45971917712467,C
PROD-00137,Paper Both 137,Office Supplies,11720.02,3780.1800000000003,10183220.82,98.57316849995718,C
PROD-00127,Paper Class 127,Office Supplies,11390.27,1142.43,10194611.09,98.68342585603502,C
PROD-00034,Bookcase Our 34,Furniture,11285.06,4472.76,10205896.15,98.79266478353891,C
PROD-00084,Paper Skill 84,Office Supplies,10898.300000000001,936.6,10216794.450000001,98.89815988977811,C
PROD-00171,Binder Important 171,Office Supplies,10640.3,3787.5,10227434.750000002,99.0011575663806,C
PROD-00088,Binder Leave 88,Office Supplies,10526.19,4128.27,10237960.940000001,99.10305066276665,C
PROD-00192,Accessorie Computer 192,Technology,10137.35,4110.79,10248098.290000001,99.20117980357152,C
PROD-00163,Machine Piece 163,Technology,9491.09,3825.65,10257589.38,99.29305317353526,C
PROD-00220,Table Summer 220,Furniture,8561.52,952.1999999999999,10266150.9,99.37592834323777,C
PROD-00143,Paper Here 143,Office Supplies,7027.07,1610.82,10273177.97,99.4439500985758,C
PROD-00001,Label Song 1,Office Supplies,6856.28,2961.48,10280034.25,99.51031861357406,C
PROD-00122,Art Employee 122,Office Supplies,6522.16,1457.02,10286556.41,99.5734528603932,C
PROD-00106,Furnishing Drive 106,Furniture,5226.48,1474.74,10291782.89,99.62404497685696,C
PROD-00156,Furnishing Board 156,Furniture,4976.12,1974.26,10296759.01,99.67221361857713,C
PROD-00094,Phone Specific 94,Technology,4769.02,1210.78,10301528.03,99.71837754061606,C
PROD-00065,Chair Organization 65,Furniture,4296.97,838.45,10305825.0,99.75997203761621,C
PROD-00160,Table Once 160,Furniture,4287.32,887.66,10310112.32,99.80147312300397,C
PROD-00210,Label Lot 210,Office Supplies,4267.25,905.65,10314379.57,99.84277993159789,C
PROD-00165,Bookcase Garden 165,Furniture,4053.71,1322.96,10318433.280000001,99.88201968156926,C
PROD-00004,Bookcase Into 4,Furniture,3685.66,550.96,10322118.940000001,99.9176967223244,C
PROD-00109,Binder Yeah 109,Office Supplies,2249.76,223.51,10324368.700000001,99.93947430875646,C
PROD-00028,Machine Drug 28,Technology,2246.59,788.91,10326615.290000001,99.96122120971587,C
PROD-00038,Paper Window 38,Office Supplies,2221.79,744.15,10328837.08,99.98272804767143,C
PROD-00138,Bookcase Benefit 138,Furniture,1784.3,580.5,10330621.38,100.00000000000003,C
